# class blue green red nir swir_1 swir_2 red_edge_1 red_edge_2 red_edge_3 BCMAD EMAD SMAD NDVI LAI MNDWI slope elevation mrrtf mrvbf
1.000000 634.021739 823.423913 1041.576087 2046.141304 3209.326087 2438.782609 1329.902174 1709.010870 1909.413043 0.063212 853.328308 0.006108 0.327228 0.553432 -0.592530 2.997742 1491.043478 0.423913 2.010870
1.000000 545.111111 740.555556 840.222222 2093.888889 2592.111111 1922.000000 1151.888889 1752.222222 1982.444444 0.080961 936.659302 0.008461 0.429428 0.751163 -0.556056 4.831272 1437.777778 0.000000 4.555556
1.000000 574.468354 755.734177 937.151899 1892.949367 3121.291139 2247.746835 1216.860759 1594.101266 1783.582278 0.066456 802.750366 0.002700 0.338481 0.536051 -0.610580 1.641614 1496.189873 0.417722 3.063291
1.000000 679.602041 912.204082 1204.642857 2070.785714 3301.000000 2478.204082 1465.877551 1744.326531 1917.020408 0.045394 602.357666 0.001519 0.265680 0.433816 -0.567948 2.901130 1443.397959 0.295918 2.887755
1.000000 631.753425 850.109589 1025.082192 2178.767123 3088.821918 2253.671233 1350.150685 1837.986301 2053.547945 0.074425 1016.730408 0.006616 0.360846 0.650212 -0.568328 3.449013 1447.465753 0.287671 2.821918
0.000000 530.897436 729.435897 894.256410 2207.205128 2894.333333 1939.666667 1267.666667 1808.435897 2059.820513 0.082558 1075.868042 0.006122 0.423989 0.755972 -0.597703 2.398075 1454.410256 0.923077 1.769231
0.000000 749.000000 1043.230769 1363.307692 2555.615385 3370.461538 2502.384615 1697.923077 2190.692308 2430.461538 0.057169 839.007202 0.001281 0.310223 0.601963 -0.529206 1.835338 1460.000000 3.000000 1.615385
1.000000 684.154762 935.845238 1160.000000 2285.071429 3049.892857 2452.833333 1481.250000 1951.511905 2173.380952 0.071142 999.462891 0.004339 0.333957 0.607714 -0.534016 3.244555 1456.892857 0.928571 3.845238
1.000000 612.027027 843.648649 1054.432432 2234.729730 3092.567568 2348.594595 1391.486486 1881.918919 2110.783784 0.065856 851.379456 0.002428 0.360913 0.644218 -0.573566 2.727110 1458.918919 0.135135 3.864865
1.000000 604.125000 813.062500 989.187500 2137.812500 3020.250000 2364.437500 1276.000000 1787.562500 2011.375000 0.079367 1072.225098 0.006376 0.366669 0.649460 -0.574679 3.331350 1447.250000 0.000000 5.000000
1.000000 706.866667 907.800000 1134.133333 2075.000000 3439.400000 2823.600000 1386.466667 1746.666667 1951.733333 0.058954 864.199341 0.003981 0.292798 0.507988 -0.582385 4.152164 1451.133333 0.933333 5.000000
1.000000 473.111111 637.777778 778.111111 1607.000000 2190.888889 1657.777778 1017.000000 1337.222222 1492.777778 0.133024 1367.300293 0.017503 0.346521 0.469921 -0.549195 3.831359 1453.666667 0.000000 4.000000
1.000000 651.058824 883.808824 1157.441176 2277.205882 3496.926471 2363.132353 1481.161765 1904.882353 2127.794118 0.069362 1000.918213 0.003806 0.327655 0.589451 -0.597168 2.135540 1480.220588 0.308824 4.000000
1.000000 610.714286 831.489796 1070.857143 2171.163265 3241.020408 2196.448980 1390.081633 1823.734694 2036.020408 0.069457 895.504150 0.003643 0.341452 0.593341 -0.592253 2.069579 1477.061224 0.612245 4.000000
1.000000 582.303030 792.242424 1071.757576 2040.666667 3207.737374 2200.434343 1359.636364 1694.494949 1895.020202 0.083948 1034.371704 0.005636 0.314722 0.503336 -0.604134 2.772899 1491.444444 0.444444 3.000000
1.000000 514.358209 728.761194 927.059701 2077.850746 2806.925373 1940.000000 1268.940299 1747.552239 1962.522388 0.088162 1097.093018 0.007092 0.384268 0.637803 -0.587664 3.683593 1491.507463 0.582090 2.313433
1.000000 626.361111 856.125000 1047.375000 2238.430556 2898.597222 2220.972222 1384.555556 1891.833333 2116.000000 0.077754 1070.515015 0.007803 0.363491 0.662622 -0.545070 3.092858 1498.972222 0.097222 3.000000
1.000000 745.733333 955.733333 1203.866667 2173.666667 3303.466667 2586.466667 1468.933333 1835.533333 2044.066667 0.076975 1077.188232 0.003705 0.287354 0.517128 -0.551543 4.390416 1478.533333 0.066667 2.133333
1.000000 531.008333 750.191667 839.358333 2285.716667 2636.616667 1896.416667 1228.208333 1924.516667 2174.325000 0.075379 973.488586 0.006432 0.466108 0.866834 -0.557177 1.968552 1482.983333 0.191667 3.000000
1.000000 621.661417 816.716535 1009.023622 2022.078740 3463.755906 2470.456693 1305.236220 1693.866142 1886.346457 0.056178 773.900146 0.003174 0.333938 0.564238 -0.617701 3.322592 1492.897638 0.244094 2.377953
1.000000 584.571429 793.452381 964.079365 2072.777778 3175.563492 2177.253968 1281.952381 1724.642857 1932.611111 0.057646 775.017883 0.004720 0.370477 0.628005 -0.600717 2.982402 1490.793651 0.206349 2.857143
1.000000 687.531250 921.937500 1174.906250 2175.218750 3236.218750 2434.218750 1468.781250 1843.093750 2045.031250 0.069024 938.327881 0.003062 0.299126 0.525143 -0.557142 3.117645 1461.156250 0.000000 3.062500
1.000000 596.969880 821.415663 996.445783 2216.433735 2986.391566 2099.222892 1333.650602 1852.662651 2087.801205 0.073740 982.270691 0.005836 0.388972 0.690126 -0.571696 5.187558 1454.265060 0.018072 3.325301
1.000000 594.084967 815.568627 1003.673203 2070.810458 2914.875817 2100.437908 1308.326797 1744.568627 1954.111111 0.076407 958.545044 0.005588 0.349081 0.587727 -0.563095 4.895954 1455.915033 0.045752 3.535948
1.000000 488.636364 675.636364 743.909091 2034.909091 2524.272727 1842.818182 1076.272727 1690.363636 1912.909091 0.086239 1069.100586 0.010139 0.464623 0.791935 -0.577844 2.711299 1475.636364 0.272727 2.909091
1.000000 720.761006 915.389937 1137.861635 2084.993711 3496.710692 2806.817610 1400.805031 1749.377358 1946.962264 0.055833 806.161194 0.004125 0.296916 0.516236 -0.586207 3.569312 1475.805031 0.345912 2.679245
0.000000 685.642857 935.053571 1157.160714 2577.357143 3326.982143 2331.017857 1563.982143 2151.303571 2430.821429 0.071388 1048.125854 0.002362 0.388178 0.780729 -0.565221 3.087644 1478.232143 1.785714 3.160714
0.000000 788.125000 1093.166667 1436.250000 2641.000000 3662.833333 2704.541667 1803.875000 2268.958333 2511.666667 0.056164 891.142517 0.001934 0.301887 0.598488 -0.542997 1.665602 1477.500000 0.166667 3.000000
0.000000 840.562500 1157.125000 1520.812500 2579.187500 3680.875000 2777.125000 1847.812500 2238.687500 2451.562500 0.088765 1392.975952 0.002948 0.261029 0.505648 -0.523610 2.227356 1473.125000 0.000000 3.312500
1.000000 701.966038 915.701887 1140.694340 2223.260377 3562.109434 2714.116981 1441.400000 1859.271698 2076.973585 0.066995 997.907776 0.006228 0.326377 0.592239 -0.592553 4.428941 1490.928302 1.456604 3.701887
1.000000 672.911765 891.044118 1138.573529 2208.529412 3677.338235 2539.441176 1441.691176 1832.441176 2048.794118 0.054443 837.146729 0.003401 0.322728 0.574840 -0.611237 2.440682 1487.941176 3.279412 4.000000
1.000000 700.939394 929.363636 1164.212121 2374.121212 3841.757576 2654.727273 1502.121212 1981.121212 2217.181818 0.053637 836.450378 0.003648 0.348080 0.661643 -0.612662 3.584337 1489.636364 2.636364 4.000000
1.000000 768.670103 1018.221649 1293.912371 2300.902062 3979.041237 2891.902062 1603.298969 1963.469072 2159.664948 0.047328 755.140442 0.002677 0.281584 0.518832 -0.593812 3.042590 1500.701031 2.835052 3.917526
1.000000 832.368421 1103.460526 1402.986842 2430.434211 4057.578947 2977.302632 1717.986842 2077.973684 2282.289474 0.042546 687.319519 0.002421 0.272600 0.519475 -0.575341 3.085543 1498.960526 3.578947 4.000000
1.000000 605.166667 819.573333 1004.700000 2163.633333 3165.133333 2277.086667 1328.873333 1795.106667 2016.600000 0.079002 1150.553955 0.005848 0.368609 0.650663 -0.588894 3.583172 1504.846667 0.220000 3.113333
1.000000 608.618644 798.101695 994.389831 2009.932203 3325.059322 2483.593220 1281.415254 1675.076271 1870.508475 0.065499 925.158264 0.006725 0.338090 0.565709 -0.612899 3.636020 1531.711864 0.627119 1.601695
1.000000 660.495652 851.543478 1072.030435 2049.421739 3385.721739 2530.282609 1347.452174 1717.939130 1915.082609 0.069901 940.067932 0.003601 0.312914 0.534419 -0.598829 4.571759 1516.586957 0.373913 2.969565
1.000000 612.171429 820.377143 1011.988571 2112.920000 3230.965714 2225.011429 1332.462857 1779.737143 1985.657143 0.061022 785.182678 0.002878 0.356470 0.616092 -0.595728 3.299744 1484.634286 0.502857 4.274286
1.000000 752.042017 1013.218487 1263.991597 2470.605042 3836.226891 2729.512605 1621.008403 2093.991597 2320.831933 0.053665 851.932922 0.002093 0.325262 0.640438 -0.583206 3.978704 1486.714286 0.142857 4.075630
1.000000 764.860465 1070.930233 1427.046512 2424.348837 3613.558140 2697.720930 1737.604651 2093.395349 2294.395349 0.054966 799.287903 0.001368 0.259824 0.473859 -0.542351 2.126486 1481.511628 1.372093 4.883721
1.000000 579.784314 801.215686 991.441176 2093.382353 2845.382353 2067.294118 1305.303922 1766.117647 1978.392157 0.075007 961.173279 0.004327 0.361569 0.612972 -0.560805 2.984344 1474.911765 0.019608 4.686275
1.000000 606.285714 810.066667 1051.952381 1987.438095 3021.523810 2221.333333 1325.209524 1646.019048 1835.342857 0.072136 894.055237 0.004039 0.310003 0.495715 -0.576540 4.564601 1418.742857 0.047619 3.914286
1.000000 570.229167 793.735417 1037.741667 2022.481250 2933.460417 2080.868750 1335.985417 1701.247917 1894.737500 0.070903 874.794800 0.004383 0.326333 0.522425 -0.574084 3.630775 1424.864583 0.218750 4.027083
1.000000 533.532258 727.129032 883.354839 1878.209677 2609.822581 1826.483871 1174.435484 1584.435484 1772.177419 0.079974 865.279602 0.005691 0.360324 0.565239 -0.564489 3.199769 1419.306452 0.193548 4.919355
1.000000 546.600000 770.700000 1001.700000 1957.500000 2778.400000 1997.600000 1294.200000 1627.500000 1818.300000 0.079913 1023.361816 0.007847 0.323777 0.505585 -0.565985 2.791262 1409.400000 0.300000 5.000000
0.000000 894.521739 1282.391304 1711.347826 2889.347826 3730.739130 3009.782609 2053.565217 2455.652174 2699.347826 0.083342 1394.019409 0.001930 0.263920 0.536147 -0.492913 5.536602 1416.260870 0.000000 1.521739
0.000000 929.700000 1307.800000 1746.700000 2678.800000 3678.200000 3111.600000 2050.200000 2328.700000 2523.300000 0.078554 1296.222900 0.001767 0.211914 0.403857 -0.476295 4.514421 1417.200000 0.000000 1.800000
0.000000 788.754545 1161.072727 1603.909091 2648.981818 3463.400000 2733.536364 1953.827273 2313.454545 2523.172727 0.080420 1248.252930 0.002380 0.248521 0.462651 -0.499578 1.698646 1426.554545 3.327273 2.409091
0.000000 921.413793 1292.896552 1670.275862 2814.275862 3579.620690 2975.517241 2026.655172 2465.344828 2692.448276 0.068863 1146.892944 0.002413 0.257924 0.533601 -0.471136 1.633248 1433.344828 4.482759 2.310345
0.000000 826.345070 1123.478873 1493.936620 2450.105634 3597.190141 2838.232394 1808.556338 2149.739437 2346.725352 0.069163 1059.317749 0.001807 0.247093 0.451909 -0.528064 2.495183 1522.725352 2.514085 1.795775
0.000000 694.777358 1072.452830 1562.407547 2417.132075 3480.135849 2876.147170 1866.407547 2170.071698 2345.188679 0.064362 975.648132 0.002046 0.217897 0.350401 -0.532109 2.535275 1444.139623 2.316981 2.966038
1.000000 528.531250 686.062500 837.125000 1741.593750 2837.781250 2132.718750 1091.875000 1453.843750 1635.281250 0.084941 1023.185059 0.008850 0.351727 0.520499 -0.611406 4.398714 1530.968750 1.312500 1.781250
1.000000 630.792593 814.118519 1003.488889 2028.429630 3177.962963 2542.474074 1273.140741 1687.703704 1896.792593 0.069511 960.753601 0.003849 0.336264 0.576496 -0.592461 4.286584 1527.822222 0.303704 1.637037
1.000000 617.371429 814.600000 1057.085714 2008.628571 3519.914286 2387.657143 1326.542857 1663.057143 1863.428571 0.067006 921.437805 0.003247 0.309759 0.508822 -0.623995 3.504765 1534.571429 1.114286 2.971429
1.000000 831.666667 1068.000000 1415.000000 2306.333333 3985.333333 2907.000000 1681.000000 1959.333333 2160.666667 0.060426 974.136414 0.001653 0.239643 0.435577 -0.577547 6.117673 1520.666667 0.333333 3.000000
0.000000 888.885714 1189.400000 1589.742857 2588.714286 4000.114286 3058.685714 1918.200000 2243.400000 2443.857143 0.068360 1123.452515 0.001826 0.239522 0.466567 -0.541984 3.074553 1521.485714 0.428571 2.714286
0.000000 554.711268 786.908451 958.077465 2341.901408 2909.401408 2000.922535 1349.373239 1943.218310 2203.852113 0.077734 999.629822 0.003498 0.428011 0.786742 -0.577905 4.254537 1515.697183 1.739437 1.415493
0.000000 1032.349206 1397.634921 1791.809524 2883.365079 3923.698413 3150.682540 2123.936508 2527.603175 2752.142857 0.077049 1347.521606 0.002563 0.235685 0.504164 -0.476748 3.168330 1516.158730 1.142857 1.809524
1.000000 819.947368 1088.921053 1387.526316 2318.763158 3751.815789 2733.394737 1670.921053 1989.921053 2189.947368 0.061224 919.431763 0.001928 0.253679 0.464090 -0.551303 5.181134 1509.210526 0.000000 3.578947
1.000000 868.200000 1175.133333 1506.333333 2481.133333 3959.266667 2837.733333 1795.600000 2126.133333 2331.266667 0.053093 852.555420 0.001697 0.247353 0.471188 -0.544006 3.119610 1511.466667 0.000000 3.800000
1.000000 702.307692 939.538462 1225.000000 2303.230769 3737.307692 2527.076923 1523.692308 1902.461538 2128.153846 0.085729 1165.598145 0.002161 0.305708 0.560095 -0.598260 3.175216 1500.846154 0.000000 4.000000
1.000000 543.939394 749.363636 996.909091 2015.015152 2819.378788 2075.045455 1292.090909 1682.863636 1885.590909 0.103039 1259.262085 0.019383 0.341085 0.544662 -0.581317 2.448528 1478.939394 0.030303 4.000000
1.000000 689.580645 917.564516 1190.887097 2222.354839 3485.201613 2481.266129 1494.935484 1853.266129 2057.620968 0.056292 772.150696 0.002024 0.304880 0.540358 -0.583430 2.949855 1446.733871 0.250000 3.491935
1.000000 807.166667 1091.541667 1401.166667 2540.541667 3588.770833 2700.083333 1749.791667 2160.520833 2375.916667 0.054001 793.192322 0.001707 0.292195 0.575659 -0.534051 2.892530 1440.395833 0.020833 4.000000
1.000000 594.273684 813.400000 1036.684211 2246.768421 3183.442105 2083.631579 1368.136842 1838.905263 2070.336842 0.074237 997.105408 0.004365 0.370175 0.663548 -0.591101 2.492538 1448.305263 0.684211 4.000000
1.000000 571.730769 790.538462 1056.346154 2075.192308 2921.076923 1992.153846 1356.769231 1714.115385 1910.423077 0.093495 1033.229370 0.002760 0.326336 0.534800 -0.574344 2.701701 1432.769231 0.000000 4.000000
1.000000 573.034483 788.206897 997.827586 2050.758621 2771.793103 1994.793103 1284.448276 1695.344828 1896.551724 0.070095 861.157349 0.004269 0.349088 0.576979 -0.558646 5.072767 1420.034483 0.034483 4.172414
1.000000 701.274336 925.309735 1126.013274 2333.442478 3425.159292 2646.194690 1443.707965 1960.185841 2200.110619 0.069645 1040.411743 0.005707 0.353471 0.676235 -0.575835 2.569188 1474.508850 0.380531 3.845133
1.000000 650.248555 957.988439 1118.647399 2548.849711 3164.820809 2330.468208 1596.196532 2196.063584 2429.317919 0.051836 747.950317 0.001619 0.393990 0.785237 -0.535746 2.838169 1470.531792 2.924855 3.173410
1.000000 829.651724 1120.144828 1416.917241 2581.129310 3894.432759 3021.848276 1781.901724 2220.320690 2445.056897 0.037856 607.710693 0.000920 0.294945 0.593262 -0.555183 3.021683 1485.401724 1.146552 2.596552
0.000000 710.790055 1002.917127 1290.287293 2663.569061 3494.044199 2565.994475 1678.066298 2237.662983 2516.817680 0.067477 1034.311279 0.001881 0.355167 0.714093 -0.557628 2.870890 1474.546961 3.000000 4.900552
1.000000 728.417989 963.534392 1187.698413 2304.349206 3763.777778 2799.380952 1512.148148 1946.867725 2165.793651 0.054623 848.705872 0.003413 0.321783 0.605432 -0.592953 4.128939 1460.973545 0.264550 4.291005
1.000000 708.406716 948.145522 1180.026119 2376.805970 3534.447761 2577.936567 1526.582090 1999.201493 2236.197761 0.054444 794.265564 0.001859 0.339219 0.647717 -0.578880 3.546077 1469.123134 0.369403 3.578358
1.000000 780.615385 1050.230769 1335.923077 2451.461538 3759.846154 2682.769231 1661.923077 2052.461538 2275.461538 0.071858 1125.947388 0.003609 0.295229 0.571815 -0.564061 2.238272 1374.769231 0.000000 4.000000
1.000000 654.941176 911.058824 1154.588235 2248.529412 3381.294118 2380.941176 1454.411765 1855.882353 2070.000000 0.076254 1048.287842 0.003405 0.323544 0.575851 -0.577096 2.558922 1354.647059 0.000000 4.000000
0.000000 590.875000 818.500000 1006.750000 2376.250000 3127.000000 2141.000000 1401.625000 1950.875000 2209.625000 0.059493 833.207153 0.003233 0.409346 0.768851 -0.587572 6.225458 1381.750000 0.250000 2.500000
1.000000 522.567308 747.875000 930.105769 2028.163462 2947.846154 2004.682692 1260.009615 1696.480769 1894.442308 0.069135 817.957886 0.003763 0.372946 0.609408 -0.595817 2.617868 1362.038462 3.778846 3.096154
1.000000 643.678049 877.804878 1133.375610 2102.639024 3293.014634 2295.526829 1431.312195 1767.326829 1957.219512 0.069408 881.252258 0.003432 0.302585 0.504732 -0.580761 2.629061 1355.385366 0.229268 3.424390
1.000000 619.314815 870.166667 1047.962963 2420.351852 3109.648148 2237.611111 1428.685185 1999.092593 2256.092593 0.077741 1034.377808 0.004107 0.405991 0.770119 -0.566287 3.747862 1361.759259 1.074074 3.981481
0.000000 1101.007812 1470.617188 1886.843750 2918.828125 4079.929688 3442.585938 2216.757812 2545.367188 2758.468750 0.059419 1057.240845 0.001259 0.218717 0.468905 -0.471474 2.444883 1368.320312 1.187500 2.648438
0.000000 854.053571 1177.607143 1580.767857 2600.178571 3954.511905 3044.767857 1918.029762 2237.279762 2443.684524 0.058768 927.096802 0.001486 0.245787 0.471015 -0.542486 2.391515 1363.523810 2.898810 2.267857
1.000000 749.802817 1024.619718 1284.084507 2440.732394 3487.140845 2573.042254 1638.394366 2059.816901 2283.281690 0.062346 892.654480 0.002573 0.315948 0.604459 -0.548038 3.418990 1351.985915 0.070423 4.140845
1.000000 764.948905 1038.131387 1348.635036 2368.364964 3795.883212 2814.686131 1671.890511 2014.043796 2207.532847 0.048866 746.736206 0.001605 0.275575 0.509055 -0.571065 2.129356 1375.817518 5.000000 3.927007
1.000000 569.600000 760.280000 996.160000 1888.600000 3406.200000 2372.120000 1252.120000 1551.680000 1737.040000 0.068073 841.463257 0.002378 0.309155 0.475121 -0.635345 2.528498 1376.360000 5.000000 3.000000
1.000000 682.555556 921.925926 1150.185185 2370.703704 3386.666667 2520.111111 1483.296296 1976.962963 2209.740741 0.066224 972.841553 0.004934 0.347261 0.663307 -0.572925 2.131059 1375.370370 4.888889 4.000000
0.000000 653.873874 927.189189 1276.000000 2297.603604 3395.693694 2530.072072 1622.738739 1980.414414 2167.873874 0.064611 909.474792 0.002266 0.288149 0.497185 -0.571921 1.905628 1381.279279 5.000000 1.828829
1.000000 719.625000 974.718750 1268.890625 2227.578125 3788.265625 2718.484375 1585.171875 1901.734375 2087.890625 0.059696 867.558105 0.001778 0.274719 0.482370 -0.591319 2.378083 1373.609375 3.062500 4.000000
1.000000 869.540541 1216.200000 1562.145946 2800.664865 3960.340541 3010.167568 1956.875676 2416.994595 2650.254054 0.056940 929.778381 0.002027 0.293296 0.605534 -0.534064 2.593066 1392.513514 0.162162 4.800000
0.000000 833.497942 1162.734568 1519.275720 2662.707819 3776.473251 2854.413580 1865.454733 2267.314815 2497.925926 0.077914 1260.617310 0.002605 0.278561 0.550354 -0.532055 3.335723 1368.921811 0.668724 2.483539
1.000000 626.705036 865.733813 1039.424460 2417.395683 3247.043165 2440.309353 1404.043165 2005.971223 2259.618705 0.076230 1113.272705 0.008363 0.400834 0.777214 -0.579666 2.920356 1402.906475 0.323741 3.007194
1.000000 709.859316 996.558935 1242.395437 2518.866920 3590.197719 2621.098859 1620.498099 2126.931559 2364.243346 0.060942 931.392822 0.002930 0.343652 0.673115 -0.567040 4.125227 1392.619772 0.182510 3.825095
1.000000 677.603448 931.155172 1176.206897 2310.353448 3407.422414 2607.215517 1512.939655 1938.758621 2145.844828 0.070398 1019.748840 0.005477 0.334361 0.602405 -0.575396 2.262927 1396.034483 0.025862 2.939655
1.000000 665.506944 901.361111 1118.597222 2289.402778 3264.694444 2416.944444 1450.465278 1914.298611 2131.875000 0.066539 905.369446 0.003089 0.349478 0.640446 -0.570005 3.163583 1397.479167 0.069444 3.131944
0.000000 845.465909 1194.721591 1608.852273 2670.590909 3829.715909 3053.386364 1946.420455 2308.630682 2515.789773 0.067643 1075.052734 0.001688 0.256483 0.488607 -0.530028 2.722572 1411.625000 3.460227 1.784091
0.000000 870.444444 1162.034188 1495.923077 2647.341880 3888.615385 3039.863248 1853.136752 2262.581197 2483.136752 0.051150 805.200317 0.001299 0.280651 0.574037 -0.540990 2.338081 1419.333333 3.076923 1.376068
1.000000 764.765432 1005.543210 1268.160494 2329.592593 3512.222222 2672.728395 1578.753086 1956.296296 2164.419753 0.065182 938.026245 0.002199 0.297696 0.558375 -0.556262 2.981032 1404.901235 0.037037 3.975309
0.000000 859.876543 1174.382716 1571.197531 2540.543210 3775.888889 2846.074074 1892.716049 2201.074074 2391.395062 0.078088 1176.685547 0.001664 0.239905 0.448364 -0.529237 2.574119 1409.296296 3.000000 2.098765
1.000000 698.568627 903.529412 1119.117647 2098.490196 3584.470588 2832.980392 1413.529412 1746.843137 1934.078431 0.060831 849.635620 0.001813 0.306677 0.534486 -0.598811 3.335101 1408.078431 0.039216 2.156863
1.000000 703.816514 932.018349 1146.284404 2231.623853 3552.394495 2645.467890 1465.256881 1885.871560 2093.357798 0.053780 766.037048 0.003174 0.323409 0.592641 -0.584706 2.651640 1418.366972 0.697248 4.000000
1.000000 595.909091 790.854545 934.527273 2245.363636 2887.090909 2136.418182 1278.490909 1870.454545 2123.309091 0.075619 943.153564 0.003369 0.418455 0.770496 -0.572295 3.706844 1433.472727 0.309091 2.781818
0.000000 897.236364 1211.000000 1572.072727 2716.127273 3794.218182 2934.490909 1923.327273 2336.509091 2573.872727 0.067156 1061.704468 0.001275 0.274592 0.557340 -0.521240 3.515380 1437.981818 2.636364 1.763636
1.000000 652.221239 868.159292 1054.371681 2140.876106 3163.477876 2452.371681 1369.327434 1805.141593 2009.123894 0.060695 829.938477 0.003903 0.344480 0.607942 -0.570512 3.514660 1457.415929 0.424779 1.787611
1.000000 628.029412 829.220588 1044.264706 1978.088235 3167.558824 2243.985294 1321.602941 1675.632353 1860.235294 0.073194 930.716064 0.004651 0.310512 0.506589 -0.585932 3.718327 1518.058824 0.382353 2.014706
0.000000 799.541176 1134.517647 1519.176471 2464.764706 3227.600000 2708.588235 1842.058824 2189.047059 2374.564706 0.071730 1060.566040 0.002501 0.237994 0.431147 -0.480866 2.181154 1527.858824 2.847059 1.800000
1.000000 619.425000 803.425000 1023.375000 1897.150000 3326.525000 2326.400000 1279.075000 1604.025000 1783.900000 0.068477 850.062012 0.002891 0.299644 0.471496 -0.611792 3.084896 1518.725000 0.100000 3.375000
1.000000 629.833333 824.055556 1020.711111 2010.622222 3215.688889 2367.333333 1297.655556 1689.066667 1888.522222 0.072779 946.270813 0.004143 0.326210 0.550841 -0.592587 2.919113 1498.655556 0.255556 3.000000
1.000000 723.712329 967.730594 1198.013699 2343.401826 3511.762557 2554.502283 1530.926941 1989.191781 2210.095890 0.062711 930.759705 0.004179 0.325049 0.615666 -0.569906 3.762043 1487.940639 0.283105 4.730594
1.000000 740.078652 983.455056 1208.651685 2325.258427 3500.134831 2558.331461 1542.668539 1979.410112 2192.629213 0.058266 834.123230 0.003109 0.325616 0.604835 -0.565651 4.390296 1484.848315 0.140449 4.460674
1.000000 612.372414 810.068966 991.758621 2076.434483 3220.337931 2241.365517 1290.165517 1726.772414 1937.241379 0.062784 796.599976 0.003519 0.360183 0.613459 -0.600590 4.104901 1486.331034 0.193103 3.255172
1.000000 663.980315 880.519685 1063.405512 2224.444882 3030.496063 2407.881890 1377.098425 1869.570866 2091.771654 0.071475 1013.504089 0.007403 0.354645 0.656645 -0.550456 3.329705 1455.854331 0.137795 2.602362
1.000000 542.362069 746.775862 898.534483 2058.931034 2848.534483 2019.810345 1220.362069 1711.189655 1929.465517 0.084552 1046.121460 0.011451 0.395108 0.666837 -0.586281 4.457595 1399.275862 0.034483 4.017241
1.000000 531.500000 740.200000 916.900000 1906.100000 2756.100000 1790.500000 1202.100000 1592.800000 1786.100000 0.070509 853.571960 0.005659 0.350486 0.548644 -0.576386 2.280298 1396.200000 0.000000 4.800000
0.000000 707.321429 984.714286 1218.285714 2650.821429 3449.964286 2528.750000 1636.392857 2244.000000 2523.571429 0.063163 926.791931 0.000968 0.378231 0.773404 -0.559579 3.478966 1405.750000 0.500000 1.750000
1.000000 552.507042 771.140845 930.197183 2153.126761 2828.774648 2025.830986 1277.549296 1794.802817 2018.563380 0.091276 1189.696533 0.010183 0.402206 0.695729 -0.574991 4.447191 1402.901408 0.000000 3.971831
0.000000 955.137931 1335.784483 1812.129310 2974.422414 3942.543103 3052.508621 2198.556034 2611.025862 2825.267241 0.055698 987.546875 0.001954 0.248934 0.516835 -0.496902 1.645085 1423.030172 3.931034 2.383621
1.000000 707.193548 920.559140 1152.881720 2143.763441 3303.924731 2666.419355 1438.870968 1792.860215 1978.365591 0.073657 1058.431152 0.003207 0.302660 0.533268 -0.565499 2.651680 1422.913978 2.279570 2.763441
1.000000 737.502564 1029.579487 1297.138462 2572.184615 3484.143590 2600.830769 1670.728205 2182.476923 2417.358974 0.064493 979.144531 0.004123 0.336612 0.664652 -0.546658 3.814754 1400.476923 0.225641 4.051282
1.000000 696.636792 921.433962 1164.462264 2170.740566 3404.731132 2578.400943 1454.665094 1834.698113 2035.712264 0.068957 1015.109375 0.003852 0.304636 0.536448 -0.574587 2.669993 1435.981132 0.306604 3.396226
0.000000 537.134328 738.626866 1016.223881 2351.238806 3145.268657 2079.582090 1397.283582 1879.626866 2152.820896 0.077203 1157.635254 0.006074 0.396863 0.719822 -0.619758 2.026252 1436.731343 1.179104 4.000000
1.000000 620.573333 829.886667 976.873333 2302.006667 3043.093333 2388.200000 1302.666667 1922.713333 2178.246667 0.077136 1105.088135 0.009391 0.402483 0.772623 -0.571678 2.659094 1458.353333 0.226667 2.846667
1.000000 623.207547 838.905660 1119.283019 2037.641509 3126.566038 2160.613208 1387.433962 1686.603774 1874.830189 0.076838 963.442932 0.004428 0.292756 0.471131 -0.577811 2.638188 1437.311321 0.207547 5.000000
1.000000 726.695652 946.152174 1186.326087 2249.565217 3484.717391 2722.673913 1497.543478 1892.913043 2110.804348 0.080552 1171.040283 0.003268 0.314189 0.575878 -0.574165 2.516342 1437.217391 0.413043 4.000000
0.000000 1012.678571 1392.698980 1829.678571 2875.520408 4097.321429 3287.714286 2175.005102 2530.612245 2743.744898 0.073201 1335.715454 0.001504 0.223858 0.465487 -0.493495 2.393428 1445.862245 3.188776 2.306122
0.000000 884.967290 1295.799065 1763.612150 2854.733645 3721.317757 3027.560748 2158.794393 2572.350467 2772.864486 0.060133 1001.723328 0.002266 0.239413 0.472754 -0.484907 3.008275 1465.345794 3.373832 1.588785
0.000000 1013.583333 1416.262626 1866.952020 2794.717172 3717.785354 3047.136364 2196.022727 2537.664141 2720.148990 0.056747 978.656250 0.001804 0.204537 0.396878 -0.452856 2.195588 1509.633838 4.707071 1.573232
0.000000 825.622951 1157.024590 1554.196721 2621.426230 3753.778689 2895.106557 1906.803279 2278.106557 2484.418033 0.065924 1025.741577 0.001677 0.257887 0.496244 -0.530113 2.012704 1428.901639 4.000000 2.401639
1.000000 855.533333 1099.950000 1391.100000 2425.150000 3937.266667 3047.750000 1686.216667 2039.000000 2253.766667 0.059441 957.114990 0.002745 0.273086 0.533480 -0.564438 3.741594 1404.783333 0.016667 4.100000
