# class blue green red nir swir_1 swir_2 red_edge_1 red_edge_2 red_edge_3 BCMAD EMAD SMAD NDVI LAI MNDWI slope
0.000000 504.291667 722.666667 858.750000 2106.541667 2748.000000 1881.958333 1242.833333 1774.708333 1991.166667 0.072865 869.775452 0.007881 0.429468 0.722438 -0.585507 2.545664
0.000000 508.321429 716.857143 871.678571 2166.107143 2833.642857 1901.285714 1240.535714 1797.107143 2035.035714 0.071153 880.573914 0.005709 0.432127 0.745820 -0.597461 3.334392
0.000000 867.400000 1245.133333 1572.666667 2928.400000 3763.866667 2657.933333 2003.866667 2532.600000 2770.666667 0.061109 1055.598511 0.002856 0.301647 0.655168 -0.503429 2.232110
0.000000 544.625000 757.125000 924.625000 1941.750000 2530.500000 1758.875000 1238.500000 1667.250000 1852.000000 0.073957 823.893738 0.003766 0.355850 0.569050 -0.539884 2.170707
1.000000 773.555556 1158.888889 1688.777778 2689.111111 3615.888889 2999.111111 2020.333333 2380.333333 2578.444444 0.066350 1090.739624 0.001524 0.229155 0.414890 -0.514763 1.489356
0.000000 680.470588 946.705882 1232.352941 2315.529412 3218.117647 2297.235294 1568.823529 1963.823529 2172.411765 0.076002 967.397888 0.002324 0.305408 0.552856 -0.545426 2.165925
0.000000 443.000000 705.714286 857.285714 2332.285714 2439.857143 1665.428571 1330.000000 1994.142857 2230.428571 0.081757 991.486633 0.002957 0.462997 0.826006 -0.551135 1.176946
1.000000 940.000000 1366.666667 1857.666667 2878.000000 3720.000000 3121.333333 2181.333333 2560.666667 2758.333333 0.081069 1319.171143 0.001687 0.222234 0.432728 -0.466184 1.074829
1.000000 1090.100000 1565.100000 2141.700000 3045.200000 3972.700000 3541.400000 2439.600000 2736.600000 2918.000000 0.059516 1152.549561 0.000976 0.174316 0.343353 -0.434896 0.527046
1.000000 636.333333 905.000000 1228.333333 2236.666667 3102.333333 2471.000000 1570.333333 1964.666667 2153.666667 0.088566 1194.586426 0.005071 0.290996 0.496808 -0.548315 4.337464
0.000000 537.272727 767.454545 1004.909091 2045.000000 2719.090909 2034.090909 1332.454545 1748.000000 1935.909091 0.114900 1465.410645 0.011406 0.341968 0.552107 -0.560094 2.022728
0.000000 1023.177083 1442.083333 1944.177083 2894.843750 3733.604167 3146.041667 2283.947917 2653.104167 2834.385417 0.047402 851.660217 0.001403 0.198618 0.392664 -0.444589 2.478779
1.000000 1018.266667 1514.733333 2147.066667 3091.366667 4395.700000 3885.966667 2467.933333 2782.933333 2981.866667 0.058074 1139.275879 0.001351 0.181356 0.348983 -0.488192 2.090336
1.000000 640.000000 882.000000 1134.000000 2224.000000 3077.000000 2297.000000 1443.000000 1881.000000 2098.000000 0.069884 1102.391479 0.005160 0.324598 0.574933 -0.554433 3.173239
1.000000 884.370370 1284.259259 1763.074074 2753.148148 3728.666667 3158.814815 2100.407407 2434.962963 2623.037037 0.082024 1396.163574 0.002678 0.220160 0.418718 -0.488190 2.658685
0.000000 419.089286 607.577381 704.202381 2270.369048 2404.988095 1490.785714 1097.089286 1856.238095 2141.160714 0.068128 807.702759 0.003595 0.528604 0.944191 -0.597569 2.386909
0.000000 713.000000 970.187500 1188.964286 2289.080357 3568.089286 2639.901786 1528.196429 1961.866071 2163.026786 0.044223 620.337585 0.001796 0.323194 0.591684 -0.574067 3.438939
1.000000 497.800000 691.200000 741.000000 2101.000000 2677.400000 1955.400000 1095.800000 1750.400000 1978.000000 0.070404 873.260559 0.004645 0.475837 0.840726 -0.589791 4.430673
1.000000 783.000000 997.625000 1211.875000 2246.000000 3491.875000 2893.500000 1499.125000 1899.125000 2102.625000 0.071299 1051.469849 0.004581 0.306752 0.569535 -0.560336 4.514224
1.000000 686.571429 887.285714 1066.000000 2213.071429 3440.857143 2864.285714 1385.642857 1853.285714 2078.571429 0.086362 1400.867432 0.007253 0.353448 0.654062 -0.591699 5.560136
0.000000 871.096774 1198.645161 1456.935484 2632.419355 3979.290323 2968.870968 1811.580645 2265.290323 2493.483871 0.043767 746.586792 0.002323 0.287761 0.598191 -0.536629 2.456522
0.000000 610.000000 840.142857 1040.714286 2383.285714 3634.000000 2398.071429 1407.285714 1968.428571 2220.571429 0.049177 717.337280 0.002807 0.395074 0.748052 -0.626037 4.069325
0.000000 801.375000 1101.781250 1344.187500 2501.781250 3948.468750 2895.437500 1686.312500 2130.718750 2349.500000 0.048301 824.255188 0.002584 0.301690 0.601311 -0.564087 3.141495
0.000000 698.615385 978.923077 1162.769231 2519.461538 3136.923077 2224.000000 1595.230769 2150.461538 2380.923077 0.061202 848.050903 0.001680 0.373176 0.746312 -0.525878 2.028577
1.000000 760.125000 941.375000 1099.625000 2158.500000 3314.250000 2907.375000 1374.000000 1818.625000 2028.375000 0.070973 978.593079 0.002588 0.325319 0.613612 -0.558257 3.815625
1.000000 518.166667 708.000000 766.666667 2055.833333 2758.833333 2043.500000 1122.000000 1736.000000 1967.833333 0.111048 1405.130493 0.018139 0.455746 0.793533 -0.591704 4.692658
1.000000 493.000000 752.857143 723.142857 2453.285714 2675.571429 1894.000000 1207.714286 2072.857143 2341.285714 0.113460 1551.233154 0.014094 0.543903 1.078340 -0.559525 2.742357
1.000000 675.800000 855.900000 1043.300000 1944.700000 3253.200000 2629.500000 1304.600000 1653.700000 1844.000000 0.069531 869.478333 0.002822 0.303242 0.503038 -0.584189 7.728746
1.000000 871.428571 1284.285714 1752.857143 2859.428571 3893.142857 3135.142857 2068.142857 2469.142857 2697.000000 0.075234 1344.943970 0.002206 0.246078 0.485063 -0.506670 2.491711
0.000000 963.500000 1292.000000 1621.500000 2732.500000 4054.750000 3192.250000 1966.250000 2363.250000 2575.000000 0.040071 714.707764 0.001270 0.255929 0.542625 -0.516743 8.849343
1.000000 787.818182 1009.727273 1276.909091 2194.363636 3558.272727 3050.909091 1534.818182 1846.000000 2038.636364 0.066711 1010.251404 0.003040 0.266559 0.476943 -0.559517 5.964767
1.000000 1300.000000 1653.500000 2039.500000 3011.000000 4071.250000 3429.000000 2331.750000 2658.500000 2858.500000 0.074962 1348.449829 0.001478 0.192463 0.449377 -0.422202 1.654564
0.000000 584.000000 823.750000 1083.750000 2136.750000 3056.000000 2125.500000 1425.000000 1839.000000 2046.750000 0.100228 1230.986694 0.004803 0.327884 0.550194 -0.575904 2.808465
0.000000 497.000000 691.250000 808.750000 2296.250000 2555.500000 1624.500000 1223.750000 1925.000000 2197.000000 0.067258 777.518677 0.002075 0.478655 0.884004 -0.574120 3.342087
1.000000 1072.500000 1517.000000 2085.000000 2966.500000 3957.000000 3276.000000 2293.500000 2576.500000 2764.000000 0.093677 1683.848389 0.001340 0.174559 0.339449 -0.445791 1.317616
0.000000 338.250000 509.000000 503.250000 2158.250000 1841.000000 1068.750000 928.500000 1824.750000 2100.500000 0.054157 533.489136 0.002797 0.621696 1.065870 -0.566613 4.035970
1.000000 614.000000 828.000000 988.333333 2313.666667 3139.333333 2375.666667 1319.500000 1915.333333 2163.500000 0.069607 953.105957 0.006950 0.400755 0.761266 -0.582300 2.315302
0.000000 635.666667 885.333333 1102.250000 2512.333333 3430.416667 2426.083333 1512.833333 2085.833333 2364.750000 0.070017 1030.748047 0.001771 0.393521 0.772479 -0.591277 1.742418
1.000000 632.600000 826.400000 1019.600000 2138.800000 3261.800000 2679.200000 1279.600000 1782.000000 2018.200000 0.053087 759.743652 0.002511 0.353311 0.630956 -0.595746 1.560345
0.000000 666.333333 905.833333 1157.000000 2405.500000 3439.666667 2464.333333 1500.333333 1986.666667 2244.666667 0.064895 952.350830 0.002163 0.350472 0.668423 -0.583369 2.765745
0.000000 465.333333 729.000000 749.000000 2584.333333 2534.666667 1600.666667 1329.666667 2207.333333 2500.333333 0.062657 845.373840 0.004157 0.552629 1.105738 -0.554210 3.222701
1.000000 1030.500000 1412.000000 1883.500000 2917.000000 4315.500000 3492.000000 2251.500000 2581.500000 2787.000000 0.050028 1013.450928 0.001618 0.215447 0.449059 -0.507045 3.749928
1.000000 780.875000 1043.000000 1356.625000 2339.375000 3687.250000 2913.625000 1627.750000 1976.750000 2181.125000 0.068999 1196.267212 0.003473 0.266484 0.490230 -0.559118 4.189084
1.000000 582.750000 768.750000 893.000000 2226.000000 3080.000000 2379.250000 1210.250000 1832.750000 2082.500000 0.075380 1037.977173 0.008886 0.427242 0.794579 -0.600479 3.323434
0.000000 808.466667 1083.133333 1340.333333 2459.000000 4000.733333 2909.400000 1697.400000 2131.066667 2344.200000 0.044246 719.477844 0.003240 0.295065 0.582739 -0.574415 1.624446
0.000000 649.033333 916.183333 1175.516667 2603.233333 3429.733333 2412.433333 1615.833333 2210.633333 2480.383333 0.054209 799.690857 0.002255 0.384428 0.760149 -0.580845 1.729839
1.000000 732.333333 974.000000 1118.000000 2629.333333 3554.000000 2750.000000 1533.666667 2221.666667 2486.000000 0.067910 1084.332642 0.005855 0.403431 0.869313 -0.569820 2.413881
1.000000 795.750000 993.750000 1231.500000 2238.250000 3714.250000 3137.500000 1499.500000 1886.000000 2111.750000 0.058209 919.795410 0.004365 0.290033 0.548377 -0.577852 2.651650
0.000000 818.294872 1041.217949 1317.076923 2207.384615 3669.128205 2833.397436 1586.282051 1877.935897 2070.448718 0.038155 577.670593 0.001942 0.254048 0.458599 -0.557750 2.536947
0.000000 972.125000 1286.250000 1612.875000 2663.000000 4332.500000 3233.875000 1958.625000 2328.500000 2532.000000 0.044882 819.054077 0.002941 0.246351 0.514058 -0.542527 3.638229
0.000000 883.000000 1170.000000 1441.000000 2555.000000 4195.000000 3169.000000 1824.500000 2233.000000 2442.500000 0.036947 626.264282 0.001421 0.278791 0.573145 -0.563798 5.034603
1.000000 969.416667 1224.250000 1516.416667 2625.916667 3851.333333 3246.000000 1808.083333 2253.333333 2493.833333 0.068072 1124.852051 0.002208 0.269920 0.577892 -0.517924 2.669190
1.000000 699.263158 903.315789 1053.368421 2388.894737 3265.052632 2616.263158 1369.210526 1992.526316 2258.631579 0.064360 956.622314 0.004546 0.387694 0.779321 -0.566842 2.703734
1.000000 1105.500000 1521.833333 2042.333333 3026.833333 4132.166667 3582.833333 2357.833333 2691.666667 2906.333333 0.058617 1100.693604 0.001196 0.194612 0.406494 -0.461957 3.367492
1.000000 893.833333 1279.833333 1709.250000 2888.833333 3843.833333 3081.333333 2120.750000 2577.750000 2801.083333 0.061539 1065.113403 0.002759 0.257218 0.531692 -0.500821 1.724616
1.000000 630.181818 838.454545 1094.454545 1995.363636 3216.636364 2425.545455 1341.181818 1662.909091 1851.363636 0.072499 1003.759827 0.005886 0.293477 0.470616 -0.588805 1.292206
0.000000 983.800000 1404.600000 1910.400000 2908.400000 3869.800000 3294.000000 2278.000000 2632.800000 2831.600000 0.058544 1020.650757 0.001757 0.209066 0.415357 -0.468450 1.373773
1.000000 629.187500 844.250000 1026.312500 2148.000000 2868.125000 2205.625000 1333.812500 1801.812500 2011.250000 0.085804 1191.317627 0.013864 0.352344 0.629323 -0.545544 2.156740
1.000000 692.000000 929.857143 1164.928571 2289.571429 3357.928571 2517.785714 1479.785714 1930.214286 2150.642857 0.068156 997.424255 0.003023 0.327993 0.605429 -0.566383 2.651371
0.000000 670.941176 952.823529 1268.529412 2409.235294 3286.705882 2454.764706 1641.941176 2086.705882 2295.764706 0.070932 1081.637817 0.003577 0.312309 0.572307 -0.551301 2.039285
0.000000 1112.250000 1549.500000 2121.750000 2988.500000 3985.250000 3464.750000 2419.500000 2709.750000 2883.250000 0.043687 836.689880 0.000986 0.170611 0.334022 -0.440783 0.658808
0.000000 1203.111111 1591.888889 1985.000000 3218.444444 4326.222222 3658.000000 2397.444444 2851.222222 3085.222222 0.037820 738.495117 0.000473 0.238570 0.575927 -0.463310 7.461524
0.000000 575.322581 800.064516 1033.290323 2188.451613 3013.935484 2185.548387 1378.225806 1845.096774 2068.096774 0.067006 839.431335 0.003518 0.361634 0.627112 -0.581682 1.749934
0.000000 772.153846 1084.538462 1425.923077 2603.384615 3412.923077 2648.923077 1812.923077 2289.692308 2503.923077 0.063680 1056.982544 0.003949 0.294423 0.576944 -0.518650 1.914239
1.000000 636.900000 850.300000 971.700000 2429.600000 3196.000000 2557.900000 1329.600000 2017.100000 2286.500000 0.070969 1043.843994 0.006818 0.428544 0.860697 -0.579713 2.401474
1.000000 1221.250000 1601.750000 2066.750000 3057.750000 3939.000000 3407.750000 2282.000000 2618.750000 2830.000000 0.063748 1187.844482 0.001572 0.193473 0.432225 -0.421763 2.765131
0.000000 611.269231 859.423077 1122.269231 2238.769231 2955.269231 2158.615385 1464.076923 1911.076923 2125.692308 0.084023 1117.258667 0.005262 0.333857 0.584717 -0.550108 2.507862
0.000000 592.285714 819.285714 1057.571429 2083.571429 3060.428571 2211.571429 1380.857143 1780.857143 1981.714286 0.069518 891.906799 0.003808 0.328374 0.546393 -0.578371 2.204722
0.000000 703.272727 939.090909 1182.454545 2441.727273 3457.363636 2584.272727 1563.454545 2048.363636 2305.181818 0.062714 903.813721 0.001326 0.348000 0.680964 -0.573052 1.908391
1.000000 647.250000 889.000000 1166.750000 2206.750000 3204.000000 2403.000000 1479.000000 1889.000000 2103.000000 0.066642 835.790771 0.002591 0.309756 0.538345 -0.566356 1.546408
1.000000 1063.909091 1334.363636 1695.181818 2691.090909 4079.272727 3684.636364 1985.181818 2328.909091 2543.636364 0.071642 1313.072754 0.002575 0.227885 0.487602 -0.507286 2.659711
1.000000 568.333333 791.588235 1114.039216 1978.607843 2907.960784 2100.372549 1390.039216 1677.921569 1853.372549 0.088926 1159.678711 0.006656 0.280017 0.425443 -0.572241 2.398452
1.000000 615.600000 860.500000 1192.700000 2123.400000 3001.700000 2209.300000 1509.200000 1831.000000 2015.200000 0.084142 1095.458984 0.005371 0.280938 0.456078 -0.554696 1.421814
0.000000 612.700000 854.066667 1168.300000 2139.166667 2974.500000 2211.066667 1484.766667 1840.033333 2027.566667 0.090904 1122.481079 0.004902 0.295008 0.486057 -0.554760 1.807954
0.000000 599.190476 831.500000 1115.785714 2172.095238 3086.976190 2227.000000 1442.333333 1846.428571 2051.952381 0.078774 998.236023 0.003817 0.322952 0.548391 -0.575930 2.290004
1.000000 599.666667 816.166667 892.166667 2415.500000 2920.833333 2146.833333 1266.333333 2014.666667 2277.000000 0.069065 982.596619 0.007156 0.460439 0.920966 -0.563834 4.668355
1.000000 715.200000 954.000000 1129.600000 2600.200000 3530.200000 2798.000000 1554.600000 2202.600000 2481.200000 0.063997 972.885864 0.002513 0.397944 0.835298 -0.575755 2.564194
1.000000 1118.333333 1406.000000 1787.666667 2625.000000 3909.666667 3310.666667 2024.666667 2277.666667 2459.666667 0.060864 976.719910 0.000883 0.191733 0.389016 -0.472548 3.163225
1.000000 524.750000 743.500000 895.541667 2141.541667 2885.583333 1992.083333 1245.375000 1760.833333 1993.500000 0.088444 1166.358032 0.008739 0.409222 0.710826 -0.590319 3.028950
0.000000 699.800000 971.600000 1278.000000 2417.200000 3265.400000 2367.800000 1614.400000 2055.600000 2282.000000 0.076462 1032.982300 0.001805 0.308421 0.576405 -0.541647 3.976104
0.000000 755.500000 1030.500000 1375.000000 2347.500000 3590.500000 2692.000000 1713.500000 2045.500000 2239.000000 0.068986 964.933167 0.001399 0.260611 0.470740 -0.554104 1.473139
0.000000 452.555556 643.444444 732.000000 2372.444444 2329.777778 1453.444444 1180.666667 1976.111111 2269.111111 0.061386 708.386414 0.002402 0.528359 0.992700 -0.566279 1.741685
0.000000 658.285714 940.285714 1225.142857 2384.000000 3227.571429 2402.571429 1615.857143 2089.142857 2288.714286 0.070396 1064.888550 0.005444 0.321842 0.590734 -0.549108 1.393703
1.000000 679.000000 965.250000 1293.250000 2404.250000 3266.750000 2460.250000 1679.750000 2100.500000 2302.500000 0.067677 963.949829 0.004032 0.301494 0.549601 -0.544261 3.240906
0.000000 643.000000 911.000000 1218.000000 2262.666667 3174.666667 2360.333333 1591.666667 1993.666667 2182.333333 0.073807 1073.374146 0.003897 0.300313 0.522667 -0.554226 3.328170
1.000000 695.000000 987.000000 1299.000000 2359.000000 3215.000000 2362.000000 1641.000000 2055.000000 2247.000000 0.070881 991.322021 0.003854 0.289776 0.523726 -0.530224 1.317616
1.000000 773.750000 1084.333333 1461.916667 2536.166667 3377.750000 2612.500000 1800.500000 2208.666667 2410.583333 0.091044 1255.484253 0.003743 0.269875 0.509557 -0.514563 2.445137
0.000000 681.322581 962.096774 1254.258065 2384.387097 3156.548387 2362.580645 1625.516129 2082.129032 2283.096774 0.079454 1064.222290 0.005171 0.312326 0.573921 -0.533511 2.754885
0.000000 561.000000 774.000000 989.571429 2120.428571 2890.428571 2108.428571 1318.285714 1792.428571 2010.571429 0.079744 994.382446 0.004145 0.366260 0.621699 -0.578560 4.143275
1.000000 498.000000 712.750000 681.750000 2378.750000 2486.500000 1902.750000 1086.500000 1949.250000 2206.000000 0.085896 1068.878296 0.012074 0.554611 1.087143 -0.554023 2.376769
1.000000 495.800000 655.800000 820.400000 1658.000000 2741.600000 1999.800000 1109.400000 1433.400000 1597.000000 0.094908 1101.180664 0.012295 0.338057 0.471057 -0.613915 4.687184
0.000000 388.351351 574.243243 635.621622 2477.864865 2134.864865 1282.918919 1068.108108 2027.594595 2345.810811 0.056923 639.255066 0.003256 0.592118 1.127822 -0.576132 2.346524
0.000000 509.055556 733.351852 884.092593 2389.500000 2609.203704 1801.925926 1293.388889 2028.444444 2285.240741 0.062046 770.450012 0.003420 0.461328 0.864560 -0.561875 2.265492
1.000000 831.333333 1220.266667 1705.200000 2660.866667 3749.600000 3110.066667 2057.600000 2387.466667 2575.800000 0.062922 991.269165 0.001610 0.220694 0.403004 -0.510003 5.315895
0.000000 663.714286 942.628571 1237.314286 2378.457143 3147.542857 2405.942857 1595.628571 2059.342857 2270.371429 0.066087 999.259583 0.004135 0.316878 0.578916 -0.539738 1.783342
1.000000 753.600000 1094.900000 1525.400000 2480.200000 3532.600000 2946.000000 1849.000000 2183.300000 2375.000000 0.057115 836.731079 0.001890 0.239279 0.422998 -0.527337 4.379261
0.000000 630.166667 833.666667 1148.666667 2060.166667 3596.833333 2376.666667 1417.500000 1719.333333 1914.500000 0.055121 769.892334 0.002516 0.283921 0.461272 -0.623674 7.351994
0.000000 443.250000 659.750000 729.375000 2201.375000 2554.375000 1589.875000 1162.000000 1839.000000 2088.125000 0.074623 865.432434 0.002245 0.503345 0.887902 -0.589428 1.548410
1.000000 922.833333 1276.666667 1733.000000 2616.166667 3835.166667 3104.000000 2015.333333 2294.666667 2488.166667 0.072701 1235.589966 0.001481 0.203414 0.378331 -0.500766 4.888550
1.000000 566.666667 757.333333 1017.333333 1896.333333 3231.666667 2167.666667 1254.666667 1561.666667 1752.000000 0.069119 788.029846 0.002528 0.302750 0.460961 -0.619227 2.825837
1.000000 616.166667 812.166667 984.250000 2087.583333 3058.000000 2486.583333 1300.000000 1752.583333 1961.750000 0.085133 1176.061890 0.007747 0.360741 0.628571 -0.579909 2.189835
0.000000 446.050000 614.500000 720.800000 2043.100000 2421.550000 1548.200000 1076.550000 1699.700000 1937.200000 0.075794 775.329773 0.004689 0.478329 0.800354 -0.595290 3.180620
1.000000 1015.737705 1388.377049 1812.180328 2972.983607 4233.983607 3345.983607 2202.393443 2594.852459 2806.885246 0.044565 833.289185 0.001485 0.243806 0.530011 -0.506730 1.984734
1.000000 950.142857 1279.523810 1659.952381 2773.904762 4149.357143 3161.047619 2015.404762 2414.095238 2623.619048 0.047376 863.853210 0.001701 0.252498 0.528762 -0.529198 1.821908
0.000000 838.000000 1073.098592 1400.084507 2307.422535 4373.746479 3261.774648 1662.140845 1922.760563 2119.394366 0.043349 714.460938 0.001648 0.244578 0.450463 -0.605909 2.522272
