# class blue green red nir swir_1 swir_2 red_edge_1 red_edge_2 red_edge_3 BCMAD EMAD SMAD NDVI LAI MNDWI slope
1.000000 1065.513514 1485.837838 1963.081081 2998.756757 3988.891892 3250.270270 2305.054054 2632.486486 2830.837838 0.074191 1383.015991 0.001820 0.209269 0.440297 -0.457814 2.132157
1.000000 1051.533333 1388.466667 1798.333333 2793.200000 3992.466667 3358.333333 2104.666667 2415.800000 2614.933333 0.069869 1160.279907 0.001800 0.217685 0.455670 -0.484656 1.896240
1.000000 877.500000 1075.500000 1322.000000 2194.750000 3932.375000 3565.250000 1558.625000 1819.625000 1997.250000 0.063729 1008.934509 0.001503 0.249081 0.464272 -0.571101 3.716954
1.000000 1192.000000 1605.500000 2118.500000 3038.000000 4302.500000 3788.000000 2401.000000 2654.500000 2839.500000 0.055921 1040.973145 0.000771 0.179149 0.377469 -0.457148 2.124591
0.000000 641.900000 851.066667 1066.766667 2090.133333 3520.866667 2451.666667 1383.000000 1739.266667 1928.800000 0.045617 602.940002 0.000806 0.325702 0.559196 -0.611502 3.375283
0.000000 782.173913 1082.478261 1282.434783 2654.826087 3599.217391 2710.913043 1751.565217 2260.086957 2481.913043 0.040185 616.122864 0.000790 0.351029 0.740885 -0.538384 1.601091
1.000000 929.000000 1259.000000 1695.000000 2725.333333 3796.000000 3015.000000 2031.333333 2345.666667 2543.000000 0.063912 1028.025513 0.001396 0.233129 0.467080 -0.501912 1.863390
1.000000 1220.416667 1656.833333 2209.000000 3210.333333 4581.500000 3979.416667 2522.666667 2799.250000 2996.333333 0.050467 1017.205627 0.001011 0.185510 0.405907 -0.469407 3.922090
0.000000 941.477273 1288.295455 1707.750000 2795.545455 3969.613636 3200.818182 2067.159091 2431.840909 2642.477273 0.046743 801.115784 0.000895 0.242762 0.498489 -0.510659 1.827790
1.000000 1111.909091 1437.181818 1870.000000 2906.818182 4037.636364 3488.363636 2130.727273 2463.909091 2697.363636 0.085397 1510.818481 0.001445 0.218339 0.476897 -0.475366 2.532329
0.000000 567.741935 776.935484 974.387097 2246.193548 3038.677419 2100.290323 1343.129032 1853.645161 2105.580645 0.085142 1088.819336 0.003252 0.397831 0.714540 -0.594495 2.307003
1.000000 1118.066667 1588.600000 2197.733333 3094.466667 4285.333333 3731.666667 2505.266667 2780.333333 2953.733333 0.053615 1038.098511 0.000880 0.169685 0.335526 -0.459169 2.582257
0.000000 689.761905 944.619048 1238.523810 2554.523810 3421.095238 2571.333333 1638.142857 2133.190476 2402.047619 0.077660 1103.449829 0.002437 0.353900 0.690358 -0.570875 2.710978
1.000000 772.944444 1068.000000 1414.333333 2325.055556 3484.777778 2713.555556 1705.722222 2021.666667 2206.666667 0.068393 973.844971 0.001677 0.248821 0.433935 -0.533988 1.460550
1.000000 1150.411765 1591.882353 2116.176471 2976.058824 4275.176471 3750.882353 2401.176471 2656.352941 2838.000000 0.055018 1044.167969 0.000820 0.168947 0.338187 -0.457352 1.486911
1.000000 1001.000000 1393.789474 1855.000000 2854.210526 4176.631579 3413.578947 2198.000000 2556.421053 2751.842105 0.046953 842.732727 0.001379 0.212882 0.431713 -0.499838 1.772072
1.000000 904.000000 1220.000000 1588.363636 2680.636364 3886.727273 2919.909091 1956.181818 2354.090909 2566.181818 0.072132 1237.221436 0.002794 0.256599 0.522850 -0.522424 2.550226
1.000000 876.538462 1166.153846 1536.538462 2526.076923 3980.076923 3079.538462 1868.384615 2211.538462 2403.307692 0.052744 843.706055 0.001576 0.243908 0.472327 -0.546878 1.879536
1.000000 634.833333 867.166667 1067.833333 2315.000000 3197.333333 2416.500000 1398.000000 1913.166667 2147.833333 0.075787 1138.109619 0.010759 0.367835 0.690180 -0.573190 5.036766
1.000000 758.714286 976.285714 1206.857143 2373.285714 3557.142857 2951.285714 1506.857143 1984.000000 2225.714286 0.059484 900.514526 0.002543 0.326001 0.639404 -0.569488 1.694746
0.000000 720.470588 955.941176 1225.941176 2602.764706 3670.823529 2639.294118 1612.058824 2140.176471 2425.176471 0.061743 961.444580 0.001527 0.360519 0.738149 -0.587234 2.722402
0.000000 790.250000 1024.500000 1327.000000 2312.125000 3708.625000 2813.750000 1646.250000 1999.000000 2201.375000 0.060327 845.095947 0.001358 0.273274 0.504133 -0.568223 1.680315
0.000000 612.695652 816.521739 1029.217391 2431.782609 3374.565217 2297.130435 1410.695652 1974.260870 2259.043478 0.072707 1015.106323 0.001577 0.406705 0.788336 -0.610898 2.099501
1.000000 994.857143 1343.428571 1842.714286 2676.428571 3971.714286 3417.857143 2138.285714 2393.142857 2567.000000 0.066586 1114.186157 0.000986 0.185194 0.345994 -0.495057 1.833116
0.000000 747.000000 1006.125000 1325.500000 2391.250000 3681.875000 2826.000000 1684.375000 2072.875000 2280.875000 0.059142 884.707947 0.002211 0.289052 0.537717 -0.571708 1.408983
0.000000 876.777778 1184.555556 1618.888889 2576.666667 3930.000000 3181.888889 1970.111111 2301.555556 2485.888889 0.049439 843.501221 0.001345 0.229414 0.434059 -0.537307 1.318154
0.000000 837.800000 1112.200000 1478.600000 2572.400000 3926.400000 3041.200000 1833.600000 2224.200000 2443.200000 0.052376 832.120483 0.001253 0.271090 0.535324 -0.559194 2.104533
1.000000 894.363636 1236.000000 1644.000000 2654.727273 3550.181818 2710.363636 1941.272727 2264.181818 2460.727273 0.077854 1238.789185 0.002679 0.237213 0.460862 -0.485151 1.890324
1.000000 648.000000 899.833333 1092.666667 2428.166667 3136.666667 2339.500000 1455.666667 2014.666667 2258.166667 0.079910 1132.302368 0.010174 0.379870 0.737808 -0.554679 2.145328
0.000000 554.714286 765.904762 944.095238 2446.857143 2988.761905 2047.047619 1333.000000 1976.428571 2271.428571 0.077492 1043.314697 0.002572 0.446949 0.858280 -0.593932 1.619185
1.000000 902.285714 1259.857143 1647.000000 2707.571429 3519.571429 2735.142857 1990.857143 2365.000000 2563.428571 0.081455 1251.349976 0.002487 0.246947 0.489958 -0.475550 1.495789
1.000000 877.750000 1153.500000 1452.666667 2709.416667 3693.166667 2992.250000 1780.416667 2282.083333 2530.750000 0.076911 1330.831909 0.004792 0.303190 0.648512 -0.524295 1.390765
1.000000 820.454545 1086.818182 1359.727273 2599.727273 3587.636364 2905.818182 1713.727273 2204.090909 2447.363636 0.066958 1147.609497 0.005396 0.314889 0.651323 -0.535516 1.141513
0.000000 762.689655 1012.827586 1310.448276 2637.448276 3644.034483 2752.068966 1690.448276 2221.551724 2481.655172 0.058874 920.037964 0.001519 0.339469 0.697000 -0.566271 2.385295
1.000000 821.733333 1188.133333 1632.533333 2654.266667 3493.000000 2792.400000 1947.866667 2345.333333 2538.266667 0.055835 877.199890 0.002750 0.239031 0.449951 -0.492754 2.041553
0.000000 656.272727 913.272727 1170.454545 2297.909091 3128.545455 2328.090909 1529.454545 1985.000000 2194.545455 0.070943 935.360962 0.004261 0.329063 0.592781 -0.549645 2.276000
0.000000 612.555556 851.177778 1062.555556 2386.977778 3210.866667 2250.800000 1446.711111 1999.955556 2251.866667 0.063309 862.547546 0.001550 0.386924 0.730689 -0.582232 1.973263
0.000000 773.125000 1054.343750 1400.593750 2511.687500 3630.718750 2832.812500 1736.812500 2147.656250 2374.625000 0.052255 809.936279 0.000910 0.286716 0.549770 -0.551015 1.217597
1.000000 769.363636 1054.181818 1393.454545 2520.454545 3610.090909 2702.181818 1719.000000 2149.909091 2376.363636 0.052900 833.961975 0.001897 0.288441 0.556786 -0.548138 1.876938
0.000000 584.512821 809.666667 990.166667 2393.551282 3144.320513 2162.307692 1378.102564 1974.166667 2245.128205 0.061403 858.063782 0.001333 0.418002 0.794581 -0.591788 2.045221
1.000000 774.125000 1117.187500 1534.687500 2386.187500 3223.750000 2588.500000 1766.062500 2107.812500 2278.562500 0.048858 690.969177 0.001121 0.218631 0.370823 -0.486129 1.589611
0.000000 769.923077 1037.769231 1352.923077 2285.153846 3643.076923 2659.846154 1630.461538 1954.461538 2148.769231 0.068518 1039.524902 0.006959 0.256373 0.458282 -0.556747 3.677897
1.000000 587.500000 782.500000 937.000000 2184.000000 3052.000000 2277.000000 1274.000000 1834.500000 2071.000000 0.076295 1102.770508 0.008583 0.399962 0.723779 -0.592117 5.034603
0.000000 657.538462 885.615385 1177.000000 2294.923077 3325.461538 2423.384615 1507.923077 1952.000000 2177.769231 0.060070 826.293945 0.002367 0.324192 0.584201 -0.580418 3.209133
1.000000 601.111111 860.333333 1105.777778 2284.888889 2897.666667 2040.777778 1454.888889 1946.666667 2164.111111 0.103254 1417.024536 0.006916 0.348154 0.622533 -0.542187 3.592103
1.000000 643.875000 855.500000 1136.000000 2064.250000 3243.625000 2315.875000 1417.250000 1747.375000 1936.375000 0.078815 964.080078 0.002328 0.290203 0.479484 -0.582807 1.867142
1.000000 786.900000 1106.700000 1531.200000 2467.700000 3149.500000 2638.800000 1836.900000 2195.500000 2374.600000 0.076196 1122.101807 0.003410 0.235383 0.420487 -0.480890 2.570888
1.000000 599.400000 843.600000 1097.800000 2169.800000 2775.600000 2046.600000 1429.000000 1884.000000 2079.600000 0.093558 1191.548706 0.009089 0.328499 0.562303 -0.534077 1.527046
0.000000 632.666667 889.625000 1215.291667 2222.708333 2928.125000 2263.541667 1557.333333 1938.708333 2124.541667 0.074215 1008.035828 0.005033 0.293502 0.499205 -0.534229 2.068949
0.000000 749.894737 1056.000000 1277.578947 2689.105263 3394.210526 2490.000000 1752.473684 2341.578947 2588.736842 0.048360 758.672180 0.001244 0.360472 0.752897 -0.527382 2.172974
0.000000 989.461538 1368.175824 1835.813187 2722.626374 3678.175824 3023.978022 2160.274725 2471.912088 2648.725275 0.075540 1232.032959 0.002514 0.198993 0.378366 -0.460396 2.728705
0.000000 601.345455 818.109091 1035.254545 2109.400000 2882.109091 2087.218182 1356.854545 1788.745455 1997.454545 0.073144 879.482239 0.004191 0.342226 0.585017 -0.558518 3.001563
0.000000 660.166667 932.333333 1239.833333 2406.166667 3115.333333 2026.833333 1567.000000 2000.500000 2240.166667 0.083972 1103.267456 0.004923 0.320418 0.590450 -0.539688 4.390188
0.000000 730.400000 999.600000 1287.000000 2406.200000 3561.200000 2469.000000 1613.800000 2027.200000 2254.400000 0.067576 1009.094360 0.003560 0.303618 0.572771 -0.562632 4.109659
0.000000 644.537037 882.925926 1188.462963 2473.259259 3763.685185 2467.703704 1549.203704 2018.481481 2280.370370 0.078115 1136.177124 0.003482 0.351437 0.668654 -0.620008 3.545243
1.000000 653.250000 918.000000 1132.250000 2382.250000 2971.500000 2040.500000 1497.000000 2013.250000 2247.000000 0.074725 1091.968872 0.007790 0.356938 0.674576 -0.528509 3.431695
0.000000 658.604651 855.534884 1122.767442 1973.813953 3683.441860 2710.930233 1378.116279 1668.000000 1845.604651 0.050721 656.135559 0.001708 0.278687 0.441748 -0.625076 3.117105
0.000000 631.481481 898.574074 1186.129630 2315.833333 3239.907407 2401.092593 1522.129630 1989.851852 2200.796296 0.075407 1036.535278 0.003456 0.326897 0.581917 -0.567847 2.437349
0.000000 793.200000 1142.088889 1549.177778 2569.755556 3658.733333 2885.733333 1883.488889 2264.422222 2456.844444 0.077395 1158.232788 0.002646 0.248384 0.462469 -0.524543 1.837356
1.000000 870.794118 1241.000000 1734.058824 2690.970588 3930.823529 3262.294118 2025.294118 2339.588235 2550.676471 0.081601 1381.859375 0.001975 0.216408 0.404641 -0.520142 3.461479
1.000000 620.428571 816.000000 979.428571 2155.285714 3197.714286 2473.285714 1275.000000 1788.428571 2016.571429 0.076007 1054.186768 0.008677 0.374538 0.677568 -0.593509 1.502450
1.000000 545.285714 712.714286 819.714286 1875.857143 2956.000000 2417.714286 1093.571429 1573.714286 1763.714286 0.076392 981.200806 0.004174 0.391763 0.634645 -0.611131 2.836522
0.000000 913.675497 1237.927152 1552.145695 2738.205298 4088.152318 3177.642384 1930.880795 2377.251656 2602.417219 0.038711 665.849731 0.000906 0.280692 0.587981 -0.539161 5.047685
1.000000 762.625000 983.375000 1238.875000 2317.125000 3699.875000 3087.250000 1522.375000 1920.875000 2147.250000 0.056041 892.251892 0.002529 0.303352 0.577689 -0.579629 1.763265
1.000000 725.285714 939.142857 1102.857143 2425.428571 3255.000000 2639.000000 1425.000000 2017.571429 2264.142857 0.061207 897.457642 0.004201 0.382179 0.764411 -0.555319 3.620087
1.000000 605.040000 804.720000 983.980000 1906.180000 3096.540000 2239.220000 1258.960000 1627.260000 1805.940000 0.062178 794.300293 0.005065 0.318809 0.510145 -0.588449 2.999079
1.000000 707.944444 920.611111 1146.611111 2135.722222 3315.777778 2541.666667 1427.888889 1813.944444 2015.833333 0.066396 944.711914 0.002499 0.302473 0.535491 -0.566009 3.606654
0.000000 747.114754 999.573770 1219.688525 2381.442623 3695.688525 2661.606557 1566.475410 2020.557377 2238.049180 0.049828 762.652039 0.002980 0.331423 0.629976 -0.579351 4.090789
1.000000 515.476190 695.952381 814.095238 1926.476190 3086.285714 2402.714286 1122.238095 1597.714286 1804.095238 0.069215 934.512451 0.005795 0.405035 0.658387 -0.632001 3.961388
0.000000 686.526316 909.473684 1127.263158 2294.473684 4017.684211 2773.894737 1456.526316 1916.947368 2142.473684 0.050544 762.166931 0.004200 0.341620 0.640558 -0.631537 5.334876
0.000000 792.172414 1070.758621 1333.724138 2486.482759 4171.931034 2920.896552 1677.172414 2112.000000 2329.620690 0.050979 818.397156 0.004361 0.302236 0.598958 -0.591774 3.776364
1.000000 716.000000 889.375000 1062.000000 1994.583333 3491.750000 2922.625000 1302.583333 1672.208333 1861.958333 0.052964 721.735840 0.002263 0.307055 0.531341 -0.595020 4.362558
1.000000 967.000000 1387.625000 1903.250000 2773.000000 3670.750000 3150.750000 2142.500000 2435.000000 2616.875000 0.062296 1050.767090 0.001815 0.188031 0.348284 -0.452831 1.799592
1.000000 1013.428571 1434.714286 1922.714286 2887.857143 3770.142857 3054.142857 2205.000000 2552.857143 2741.857143 0.072013 1233.927734 0.002235 0.203315 0.403667 -0.450358 3.173128
0.000000 599.500000 834.500000 1122.400000 2142.700000 3000.400000 2097.800000 1454.300000 1832.600000 2036.900000 0.094220 1156.358643 0.004748 0.313219 0.523799 -0.565312 2.256805
0.000000 706.000000 991.666667 1152.166667 2497.833333 3501.666667 2567.500000 1592.000000 2134.833333 2352.666667 0.039774 589.547302 0.000859 0.368904 0.744406 -0.558726 4.253907
0.000000 490.600000 705.000000 814.200000 2498.600000 2591.200000 1617.800000 1278.000000 2085.200000 2388.600000 0.058773 748.493958 0.002990 0.507741 0.993764 -0.571968 3.728220
0.000000 885.333333 1190.666667 1551.444444 2517.222222 4226.000000 3289.222222 1879.777778 2221.333333 2405.888889 0.036601 634.464294 0.001131 0.238398 0.458501 -0.560677 7.835852
1.000000 826.857143 1062.357143 1372.142857 2364.214286 4184.357143 3531.214286 1654.071429 1973.571429 2189.714286 0.055468 1007.593445 0.001934 0.265612 0.505246 -0.595094 4.380636
1.000000 799.652174 991.304348 1175.521739 2179.304348 3603.173913 3260.913043 1428.913043 1844.478261 2045.000000 0.062792 954.190247 0.003802 0.300743 0.568366 -0.568669 3.856187
0.000000 657.201987 900.523179 1173.576159 2081.456954 3673.301325 2870.198675 1457.493377 1796.476821 1971.152318 0.049399 670.146851 0.001906 0.282909 0.462750 -0.607635 3.496667
0.000000 749.265823 992.151899 1270.392405 2202.341772 3856.443038 3014.632911 1557.506329 1894.278481 2072.405063 0.043744 670.786621 0.001806 0.270649 0.476832 -0.591618 2.408336
1.000000 660.555556 860.222222 1046.666667 2113.333333 3262.166667 2706.111111 1335.500000 1768.222222 1974.666667 0.089388 1308.942017 0.010878 0.336817 0.600597 -0.582985 3.858731
0.000000 615.333333 886.444444 1216.888889 2283.222222 3116.444444 2328.666667 1561.222222 1983.777778 2177.777778 0.094967 1239.178345 0.006681 0.304842 0.526386 -0.557200 1.677938
0.000000 540.000000 752.000000 983.333333 1911.000000 2846.333333 2031.000000 1284.666667 1646.000000 1822.333333 0.102981 1101.046509 0.006684 0.320661 0.491856 -0.582060 2.554698
1.000000 632.500000 783.000000 929.100000 1748.400000 3174.400000 2873.100000 1148.300000 1476.200000 1644.400000 0.060120 750.258606 0.003696 0.306092 0.470861 -0.604251 3.086794
1.000000 820.111111 1152.333333 1511.777778 2622.111111 3645.555556 2783.666667 1852.000000 2270.222222 2484.666667 0.081453 1375.407837 0.002669 0.270870 0.530534 -0.520637 1.492715
0.000000 653.916667 889.000000 1113.583333 2121.333333 3511.666667 2621.250000 1417.250000 1806.833333 1990.750000 0.047713 685.129089 0.002251 0.311339 0.537720 -0.596260 1.590062
0.000000 738.714286 1022.142857 1391.142857 2243.285714 4117.000000 3339.714286 1685.285714 1978.714286 2147.714286 0.036254 603.017456 0.001192 0.235159 0.394553 -0.602555 2.615889
1.000000 534.473684 712.368421 907.526316 1799.157895 2980.736842 2212.000000 1160.578947 1487.315789 1663.210526 0.086380 1125.078613 0.011382 0.329849 0.491285 -0.614321 2.652300
0.000000 701.000000 921.000000 1181.000000 2072.000000 3462.000000 2692.000000 1419.000000 1758.000000 1931.000000 0.049630 719.823425 0.002533 0.273901 0.461770 -0.579740 2.124591
1.000000 586.285714 741.000000 829.000000 1836.428571 2903.142857 2471.000000 1091.571429 1557.857143 1741.714286 0.086379 1103.576538 0.009059 0.377945 0.615965 -0.593372 3.280668
1.000000 880.571429 1080.285714 1333.000000 2236.428571 3746.714286 3356.857143 1583.285714 1906.857143 2103.142857 0.061644 903.940125 0.001769 0.252207 0.478589 -0.552916 4.145461
1.000000 586.333333 763.666667 868.333333 1978.666667 2798.666667 2173.333333 1148.666667 1665.666667 1870.666667 0.102066 1155.384888 0.013539 0.389967 0.667092 -0.571296 1.664085
0.000000 932.058824 1311.647059 1742.647059 2895.058824 3974.294118 3236.294118 2153.529412 2593.352941 2798.117647 0.049005 927.842407 0.002438 0.249187 0.519402 -0.503671 2.299855
0.000000 601.615385 837.000000 1117.615385 2146.615385 3241.076923 2408.076923 1431.307692 1823.076923 2020.923077 0.084828 1175.003296 0.007698 0.316094 0.530949 -0.590137 5.192088
0.000000 581.526316 873.736842 1220.578947 2338.631579 3194.894737 2458.631579 1582.368421 2049.263158 2243.052632 0.051269 728.152832 0.002799 0.321541 0.550113 -0.571901 2.078221
1.000000 647.000000 885.000000 1105.666667 2125.166667 3354.500000 2486.166667 1404.833333 1795.000000 1990.333333 0.060074 863.459412 0.004875 0.316607 0.545352 -0.582815 5.391445
1.000000 579.666667 819.666667 1026.666667 2175.000000 3129.333333 2171.333333 1353.000000 1808.000000 2022.333333 0.079803 999.189758 0.003409 0.358624 0.624752 -0.584662 1.176685
1.000000 508.307692 685.769231 839.230769 1837.923077 2873.769231 1960.615385 1125.076923 1528.230769 1712.615385 0.068019 862.951599 0.005288 0.373395 0.573737 -0.614685 5.404696
0.000000 543.261905 812.333333 1148.166667 2228.071429 3071.476190 2371.285714 1495.571429 1950.928571 2146.857143 0.045876 614.830200 0.001603 0.321467 0.533484 -0.581847 2.373686
1.000000 557.750000 741.750000 946.750000 1907.000000 3094.500000 2305.750000 1215.000000 1581.750000 1777.250000 0.074241 1044.010864 0.008348 0.336426 0.529906 -0.613285 3.618062
1.000000 652.400000 855.200000 1095.200000 2018.800000 3381.400000 2684.000000 1375.400000 1701.600000 1891.200000 0.069684 960.110657 0.002897 0.296047 0.491876 -0.596271 1.381374
0.000000 824.833333 1077.166667 1433.500000 2341.166667 4155.333333 3123.333333 1702.166667 1978.833333 2180.500000 0.045167 799.237610 0.002654 0.240549 0.438383 -0.588324 2.841131
0.000000 800.285714 1032.142857 1372.857143 2312.857143 4185.428571 3118.428571 1647.428571 1939.000000 2147.000000 0.051603 858.894226 0.002059 0.255325 0.466502 -0.604529 4.764482
1.000000 706.200000 920.200000 1174.800000 2261.800000 3529.200000 2919.600000 1437.000000 1857.400000 2087.000000 0.067022 1166.113037 0.005426 0.316777 0.583809 -0.586586 3.567822
0.000000 856.000000 1218.200000 1649.000000 2687.800000 4235.800000 3505.000000 2009.200000 2381.200000 2584.800000 0.037252 674.642639 0.001035 0.239836 0.463839 -0.553321 2.411088
0.000000 824.833333 1152.666667 1507.333333 2577.666667 3958.166667 3190.166667 1879.000000 2274.000000 2474.166667 0.046774 823.551270 0.002484 0.262445 0.509592 -0.549122 2.461581
1.000000 754.000000 997.000000 1247.666667 2499.333333 3382.666667 2506.333333 1553.000000 2071.666667 2320.333333 0.080696 1184.178223 0.005735 0.333871 0.671631 -0.544638 5.000000
1.000000 652.500000 840.500000 1036.000000 2010.000000 3192.500000 2427.500000 1301.000000 1681.500000 1880.000000 0.072096 983.917236 0.004283 0.319950 0.542940 -0.582969 7.095578
0.000000 731.666667 1015.000000 1275.000000 2594.333333 3745.666667 2559.666667 1708.000000 2209.666667 2454.666667 0.067156 1109.760254 0.005385 0.342757 0.691992 -0.574280 2.796228
1.000000 534.000000 751.000000 845.000000 2555.000000 2940.000000 2186.000000 1237.000000 2063.000000 2360.000000 0.070822 1015.074341 0.008746 0.502941 1.017606 -0.593064 2.357023
1.000000 558.000000 788.000000 931.750000 2300.500000 2904.750000 2113.750000 1298.500000 1928.250000 2175.250000 0.073193 999.121826 0.008135 0.423387 0.785048 -0.573144 2.993608
1.000000 524.000000 693.333333 867.333333 1815.333333 2899.333333 2178.333333 1129.333333 1527.333333 1717.000000 0.081360 1054.634155 0.006321 0.353088 0.536945 -0.614036 5.271801
1.000000 659.333333 900.500000 1215.333333 2177.833333 3354.000000 2493.666667 1511.666667 1864.166667 2064.833333 0.098180 1413.106567 0.005837 0.285441 0.481880 -0.577889 2.166026
0.000000 664.166667 874.833333 1116.000000 2323.833333 3424.833333 2471.500000 1450.666667 1914.333333 2163.666667 0.066397 901.816833 0.001571 0.351187 0.660554 -0.593102 2.630228
0.000000 426.363636 596.181818 678.909091 1794.363636 2250.727273 1504.818182 1018.363636 1515.909091 1712.727273 0.085489 883.627686 0.010722 0.450761 0.677710 -0.580972 5.676769
1.000000 620.000000 864.000000 1041.500000 2314.500000 2879.000000 2213.500000 1329.500000 1899.500000 2133.000000 0.066623 899.506958 0.003782 0.381790 0.711574 -0.539194 3.422330
0.000000 681.166667 883.166667 1181.000000 2063.916667 3702.833333 2621.500000 1437.500000 1715.416667 1912.000000 0.064404 862.640320 0.001436 0.272232 0.450819 -0.614543 1.638164
0.000000 546.882353 752.411765 949.058824 2049.705882 2953.529412 2137.588235 1286.941176 1716.529412 1931.529412 0.078916 1004.308472 0.005976 0.368490 0.612183 -0.594728 4.505127
1.000000 827.384615 1087.307692 1364.230769 2398.769231 3602.461538 2742.615385 1662.000000 2025.769231 2227.692308 0.058632 914.476562 0.003438 0.281809 0.534084 -0.541739 1.957986
0.000000 506.333333 676.500000 874.416667 1719.250000 2855.666667 2027.000000 1136.750000 1438.333333 1610.750000 0.090165 1120.497192 0.009613 0.325729 0.462120 -0.616885 2.209949
0.000000 559.222222 780.444444 1034.222222 2038.666667 2807.333333 2112.444444 1362.888889 1748.777778 1939.888889 0.084071 1103.863403 0.007281 0.328571 0.529445 -0.565756 2.695487
1.000000 538.250000 712.000000 870.000000 1963.000000 3219.500000 2352.000000 1178.250000 1613.000000 1827.500000 0.055164 733.392944 0.002558 0.384684 0.632798 -0.637519 2.530903
1.000000 780.250000 970.583333 1148.250000 2093.666667 3374.333333 2960.333333 1403.500000 1777.666667 1969.833333 0.069656 1046.433228 0.005095 0.305540 0.536904 -0.560267 1.805602
1.000000 719.882353 927.529412 1142.117647 2119.294118 3427.117647 2884.764706 1440.470588 1807.352941 2010.411765 0.089685 1313.039185 0.007298 0.302996 0.534179 -0.575790 3.584757
0.000000 855.000000 1207.235294 1541.470588 2817.470588 4028.705882 3130.823529 1961.882353 2467.647059 2701.941176 0.054451 1007.023560 0.002418 0.294895 0.621474 -0.539798 2.576312
1.000000 677.142857 890.714286 1094.571429 2190.071429 3296.285714 2692.357143 1401.928571 1837.000000 2052.357143 0.075310 1091.968262 0.008080 0.334591 0.606785 -0.575014 3.236834
1.000000 599.666667 799.333333 898.000000 2149.333333 3074.666667 2414.333333 1244.000000 1784.000000 1993.666667 0.060966 806.290588 0.002796 0.410510 0.749766 -0.587302 3.200745
0.000000 1028.090909 1462.363636 1931.909091 3061.818182 4351.272727 3604.636364 2328.727273 2733.272727 2941.727273 0.049574 988.757080 0.001238 0.226521 0.485509 -0.497091 2.166852
0.000000 993.000000 1395.600000 1815.400000 2990.400000 4088.800000 3363.000000 2230.800000 2677.400000 2889.600000 0.048783 940.935364 0.001479 0.244771 0.528856 -0.491273 3.442489
0.000000 749.473684 1030.842105 1300.421053 2585.315789 3671.894737 2670.684211 1696.789474 2189.736842 2440.684211 0.048610 764.816772 0.001270 0.333436 0.670823 -0.563161 4.825363
1.000000 1235.125000 1683.375000 2206.375000 3049.500000 4515.125000 3858.375000 2477.750000 2726.125000 2926.500000 0.048479 918.931519 0.000414 0.161284 0.330232 -0.457880 3.107414
1.000000 1555.650000 2051.550000 2642.850000 3596.400000 5174.800000 4433.400000 2983.150000 3236.350000 3437.750000 0.067967 1574.022095 0.000772 0.153105 0.367112 -0.432547 3.713046
0.000000 987.465116 1435.837209 2029.930233 3240.813953 4625.139535 3698.441860 2459.139535 2878.000000 3105.627907 0.048288 1033.706055 0.001685 0.232169 0.492897 -0.526986 4.481430
0.000000 1101.333333 1538.047619 2040.714286 3233.952381 4691.428571 3742.428571 2459.380952 2861.047619 3095.142857 0.048092 1048.233765 0.001597 0.227295 0.509345 -0.506981 3.803016
1.000000 1232.142857 1690.714286 2255.428571 3269.000000 4609.285714 3777.428571 2596.000000 2923.142857 3129.000000 0.059666 1255.280884 0.001328 0.184391 0.404815 -0.463978 1.991367
1.000000 1437.750000 1890.000000 2459.375000 3406.375000 4850.750000 4138.625000 2759.625000 3026.000000 3227.625000 0.058341 1249.563110 0.000918 0.162279 0.375505 -0.439988 3.166186
1.000000 1276.857143 1688.142857 2159.428571 3222.714286 4513.142857 3743.714286 2502.000000 2832.285714 3052.857143 0.091935 1875.676880 0.001243 0.201354 0.463567 -0.457926 1.373408
1.000000 1230.090909 1652.363636 2186.727273 3163.181818 4571.909091 3766.727273 2477.000000 2767.909091 2979.363636 0.056358 1129.968384 0.000854 0.183091 0.400447 -0.469297 2.858592
0.000000 608.366667 834.500000 1065.200000 2323.433333 3315.433333 2218.100000 1436.833333 1899.000000 2144.533333 0.068041 980.507385 0.003005 0.371508 0.686594 -0.597933 4.994263
1.000000 1213.600000 1632.000000 2147.800000 3099.200000 4278.000000 3438.600000 2398.000000 2680.400000 2873.200000 0.063439 1232.455811 0.001176 0.183416 0.393185 -0.449312 4.821393
1.000000 1186.875000 1596.500000 2072.250000 3121.875000 4515.125000 3773.875000 2383.125000 2724.375000 2941.000000 0.063843 1285.837524 0.001386 0.203620 0.453555 -0.478381 3.177273
0.000000 868.200000 1093.900000 1400.200000 2301.700000 4205.400000 3099.500000 1671.100000 1960.500000 2159.200000 0.047370 796.874817 0.001540 0.243142 0.455749 -0.587248 7.204389
1.000000 921.840000 1305.480000 1838.040000 2750.480000 4207.240000 3346.040000 2111.680000 2358.480000 2545.800000 0.067476 1123.634033 0.001245 0.200065 0.372303 -0.527181 2.439546
1.000000 1258.428571 1680.619048 2225.428571 3133.714286 4673.619048 4164.904762 2508.428571 2745.666667 2933.904762 0.055905 1126.835693 0.000777 0.170475 0.364646 -0.471733 3.309824
0.000000 751.285714 1042.000000 1421.714286 2427.285714 3839.285714 2930.714286 1744.857143 2064.857143 2263.142857 0.058796 890.637695 0.001614 0.262020 0.476058 -0.573352 3.549468
0.000000 521.038462 735.423077 973.807692 2207.423077 3038.384615 2018.000000 1336.346154 1782.500000 2020.384615 0.064636 819.304993 0.004002 0.395923 0.673801 -0.612841 5.338346
