0.050,0.974
0.100,0.981
0.150,0.984
0.200,0.986
0.250,0.988
0.300,0.989
0.350,0.990
0.400,0.990
0.450,0.991
0.500,0.991
0.550,0.992
0.600,0.992
0.650,0.993
0.700,0.993
0.750,0.994
0.800,0.994
0.850,0.995
0.900,0.996
0.950,0.997
1.000,1.000
