0.10, 0.995259, 9384465596
0.20, 0.996938, 9400300780
0.30, 0.997529, 9405872645
0.40, 0.997849, 9408893035
0.50, 0.998095, 9411206365
0.60, 0.998328, 9413404400
0.70, 0.998555, 9415547414
0.80, 0.998829, 9418126264
0.90, 0.999167, 9421321027
1.00, 1.000000, 9429172531
